MonthYear,mentions,rootevent,tone,lengt,sentenceid,a1co,a2co,conf,glds
201411,43,0.627906976744186,0.39997290578857597,4381.5116279069762,7.325581395348836,1852.3255813953488,1592.9534883720933,46.744186046511629,-0.32558139534883718
201412,19,0.94736842105263142,-1.0284970114043297,2882.4736842105262,2.3157894736842111,580.26315789473676,527.68421052631584,44.73684210526315,0.91052631578947374
201501,27,0.77777777777777779,-1.8725105503046344,2930.1481481481487,5.51851851851852,945.74074074074065,1026.2592592592594,48.148148148148145,3.0555555555555549
201502,1028,0.58171206225680938,-1.1917111312000079,4105.1741245136191,7.707198443579764,1841.1157587548637,1270.0603112840458,53.297665369649813,1.3834630349498793
201503,3230,0.54613003095975265,-0.42405906984721947,4721.1674922600705,9.7427244582043251,2284.6080495356041,1245.73188854489,50.198142414860634,0.9370897831783952
201504,2522,0.63521015067406861,-0.863934948292313,3809.0638382236339,6.2668517049960384,1389.1974623314827,1084.7831086439348,51.118160190325185,1.4949246629659008
201505,2195,0.691116173120729,-0.41508468247399083,3716.6892938496553,6.425056947608196,1410.4446469248296,1094.8628701594521,54.082004555808631,1.5384054669703862
201506,1998,0.62812812812813057,-1.0657082700813172,3809.63913913914,6.6631631631631478,1548.0110110110115,1233.8888888888898,51.401401401401394,1.2816316316316327
201507,2801,0.68118529096751235,0.17228295212177619,5075.4955373080875,7.4819707247411626,1818.7947161727952,1286.23063191717,54.830417707961438,1.976472688325601
201508,2369,0.61333896158716783,-0.79902024925191073,7919.7019839594668,11.224989447024063,2764.7969607429313,2026.8488813845427,55.356690586745529,1.5178556352891492
201509,1976,0.57742914979757043,-0.555247954056955,4234.4342105263149,7.515182186234826,1803.4549595141746,1237.0673076923076,51.138663967611386,0.96336032388663984
201510,2213,0.6335291459557153,-0.86642534018243733,3933.1233619521004,6.607772254857653,1636.245368278356,1068.1116131947604,48.938093086308115,1.3769091730682346
201511,1803,0.59400998336106581,-1.0381585306684129,4353.2135330005549,7.9855795895729225,1740.3044925124777,1345.6051026067653,54.198557958957331,1.2384914032168612
201512,2047,0.68148510014655661,-0.23840102396496332,4158.6946751343321,6.8045920859794791,1662.6634098680995,1144.5212506106511,56.419149975573994,1.3256472887151931
201601,2411,0.60887598506843787,-2.55344674283973,4653.7776856076407,7.1323102447117384,1731.0978846951471,1386.8552467855666,49.062629614267905,1.1780588969013484
201602,6102,0.84873811864962334,-3.9336959819205828,2963.5024582104252,5.1750245821042453,1438.6066863323542,1227.2102589314975,54.274008521796205,1.629940982307525
201603,2508,0.734051036682615,-0.9058561261575796,3824.8444976076535,5.9485645933014437,1512.2468102073369,1109.5960925039883,53.16985645933017,1.5460526292950529
201604,3292,0.63335358444714429,-0.95828785942145367,3867.4188942891797,6.5206561360874682,1669.9273997569867,1089.963851761848,48.371810449574745,1.5467800729040095
201605,3446,0.58734764944863638,-0.86735817558626016,4232.5618107951314,7.0658734764944722,1816.1697620429472,998.97939640162326,52.05745792222865,0.6717643644805571
201606,3121,0.6404998397949373,-0.55819675111418221,4481.16885613587,7.7930150592758869,1907.4918295418152,1377.2723486062157,51.749439282281351,1.1134572252483166
201607,2784,0.61314655172413834,-1.1048941185557222,4379.8383620689674,6.8764367816091863,1597.8627873563198,1310.3290229885051,49.134339080459796,1.1522629310344836
201608,3346,0.65720263000597789,-0.50511103868929241,4121.0424387328176,6.4013747758517532,1478.7782426778274,1097.17991631799,52.895995218170995,1.9800657501494305
201609,2782,0.638749101365924,-0.34389148453643414,3975.67074047448,7.1103522645578741,1673.8400431344382,1112.6549245147357,55.38820992092019,1.3800862688713176
201610,2666,0.59827456864216111,-0.60630100653564489,3998.4834958739693,7.0997749437359365,1690.9077269317343,1332.0172543135768,50.562640660164966,1.0965866466616654
201611,3392,0.53773584905660454,-0.5639627040137718,4157.6300117924529,6.8800117924528355,1765.2900943396223,1359.1314858490557,45.7635613207547,1.2052181603773602
201612,2235,0.68814317673378034,0.75663890183088289,3789.1633109619652,6.111409395973161,1495.2545861297529,1114.180760626399,53.570469798657655,1.6494854586129777
201701,2413,0.733526730211356,-0.079586562658303189,3697.2258599254028,5.5578118524657993,1412.309573145463,955.76875259013809,56.817239950269375,1.2786572731040196
201702,2552,0.61833855799372994,-0.32156030101363131,4306.1461598746091,6.5877742946708393,1857.4612068965534,1218.6210815047018,43.342476489028222,1.1153213166144198
201703,1711,0.64406779661016922,-0.35691251276711905,4301.2969023962542,6.8462887200467408,1737.0292226767961,1351.6545879602568,51.776738749269413,1.5776738749269459
201704,2189,0.64732754682503435,-0.4244236240048711,6002.8478757423582,8.4152581087254266,1913.2567382366328,1400.4536317953389,53.947007766103262,1.5874828688899036
201705,2326,0.69260533104041377,0.044205373729357393,3719.8202923473787,6.0911435941530581,1472.7029234737743,1073.5683576956144,54.2691315563197,1.1882631126397245
201706,2651,0.65635609204074052,-0.45609611778274162,4131.9094681252509,6.5356469256884209,1614.6480573368542,1066.4077706525841,53.938136552244458,1.327046397585818
201707,2191,0.65130077590141344,-0.16717475634099385,6064.1483340940222,8.91693290734824,2225.6659059790104,1577.5878594249209,52.4463715198539,1.4086718393427655
201708,2378,0.63456686291000852,-0.031450453093394476,4043.0105130361694,6.383936080740118,1551.1593776282598,1188.1778805719111,55.727502102607311,1.3918418839360813
201709,3612,0.65393133997785091,0.089280159133122483,4572.4230343300133,7.2109634551494945,1694.3086932447395,1121.7093023255813,52.048726467331079,2.1448504983388679
201710,4110,0.69829683698296985,0.43247765922684833,3797.8486618004868,6.1773722627737078,1304.8231143552271,1010.7163017031617,44.231143552311437,1.6287591240875932
201711,3061,0.591963410650116,-1.4130349386671117,5198.0463900685945,8.9826853969291314,2147.2479581835933,1416.4668409016624,50.555374060764443,0.75906566481541915
201712,3087,0.68027210884353728,-0.17704795490601019,4154.8153547133161,7.0871396177518564,1831.272756721741,1217.8607061872358,53.770651117589942,1.1109491415613881
201801,3018,0.63883366467859481,-0.9500587708390632,4376.9314115308089,7.26872100728959,1894.096752816439,1473.7170311464549,52.316103379721653,1.2063949635520232
201802,2848,0.64957865168539386,-1.9109598606916565,3934.7320926966286,6.7903792134831411,1667.8325140449438,1257.4399578651689,51.885533707865171,1.0792134831460682
201803,4726,0.55162928480744955,-1.555095806853265,4252.2164621244137,7.9107067287346338,1991.5780787134993,1310.8093525179918,46.612357173085051,1.3472915785019006
201804,2677,0.56369069854314746,-1.0276639238950833,4625.696675382881,7.9704893537542114,2002.8259245423988,1434.474038102353,53.186402689577868,0.89013821441912622
201805,2851,0.65906699403718116,-0.67414509663592059,4042.9484391441579,6.4331813398807354,1513.7204489652713,1126.9372150122765,51.599438793405731,1.0741494212557006
201806,2645,0.61587901701323366,-0.8451406585582143,4831.9765595463041,8.4052930056710871,2082.1172022684323,1504.5436672967876,53.493383742911149,0.87557655954631408
201807,3096,0.66214470284237659,-1.1076065656761456,4164.6340439276337,6.5129198966408151,1442.751937984495,1020.5645994832032,52.551679586563353,1.0770025839793278
201808,3243,0.62935553499845875,-0.6051835646005661,3793.0743139068763,6.72001233425841,1474.9361702127658,1055.6564909034853,51.637372802960172,1.4468085106383008
201809,3994,0.48172258387581313,-0.79836607015519523,4163.0853780670814,8.0821231847771742,2319.4243865798749,2115.9824737105573,42.804206309464313,1.7691036554832278
201810,2499,0.67627050820328227,-0.16888746650720995,3487.84713885554,5.7226890756302478,1371.2813125250091,1018.4773909563828,54.677871148459417,1.5829131652661053
201811,2795,0.7652951699463334,-1.2212539366516011,3610.5205724508096,4.7255813953488381,1053.9688729874786,800.49087656529571,51.127012522361369,0.53420393559928481
201812,2522,0.71411578112609153,-1.2132568713838541,3474.810467882633,5.4191118160190328,1298.4139571768414,908.570975416335,51.31245043616174,1.1665741475019826
201901,2791,0.63453959154425121,-1.9095266491315483,3575.6725188104683,6.5639555714797515,1591.9136510211415,1257.6624865639533,52.2106771766393,0.62787531350770209
201902,2489,0.72920851747689874,-1.5279252341951703,3145.3057452792295,5.5355564483728461,1339.8826838087605,897.24748895138566,54.764965849738942,0.60554439533949422
201903,1837,0.64942841589548173,-1.4669871873386129,3541.8813282525839,6.2525857376156688,1360.5508982035917,958.24060968970946,51.453456722917814,0.61491562329885674
201904,1470,0.68843537414965938,-0.56424306668109214,3568.8918367346955,6.1476190476190462,1370.5768707482982,1044.8401360544233,49.074829931972815,1.0907482993197286
201905,1460,0.60136986301369888,-1.5505856972105616,3755.54178082192,7.0445205479452193,1615.929452054796,1241.324657534248,51.5342465753424,0.76541095890410948
201906,2579,0.56145792943001149,-3.5906126432783991,3040.9484296238925,5.897634742148111,1106.8755331523848,813.98449011244713,58.103916246607177,-1.5306708026366829
201907,1659,0.60458107293550345,-1.5695196019257349,4911.4122965641864,8.6497890295358388,2146.0572634116952,1573.8933092224206,46.696805304400286,0.58426763110307467
201908,2963,0.73405332433344528,-2.1882457356167486,4290.9186635166961,6.5285183935200664,1846.8791765102978,1412.4255821802244,41.42760715491049,1.2308808639891995
201909,1523,0.5948785292186467,-0.3918777461179922,4411.8338804990162,8.0249507550886321,1879.1864740643452,1513.4510833880497,54.629021667761045,1.8389363099146443
201910,1960,0.716836734693877,-1.5364466166090402,3362.2091836734689,5.650000000000003,1287.7443877551004,990.98979591836746,48.806122448979615,1.0829591836734702
201911,4754,0.65397559949516326,-4.2324304579519678,3229.9246949936933,5.787547328565398,1408.0214556163244,929.15881363062874,48.727387463188954,0.878460244005049
201912,9122,0.67770225827669173,-4.3275634454076073,3681.0514141635663,6.1873492655119326,1523.2784477088419,1072.5850690637985,58.454286340714788,-0.47497259372944323
202001,1056,0.68655303030303028,-1.7634231241498382,3741.5246212121242,6.1988636363636322,1440.7632575757566,1045.5160984848485,50.5113636363636,1.0843749999999994
202002,4033,0.61666253409372729,-1.5292106559636092,5950.1331515001293,7.6260848003967192,2108.9040416563303,1526.5965782296068,38.048599057773245,1.2228118026283179
202003,1940,0.66288659793814508,-1.7831651957346204,4141.5773195876372,7.5958762886597917,1875.238659793815,1095.6860824742287,50.293814432989663,1.0189690721649494
202004,907,0.61411245865490571,-1.9558880785233774,4518.6493936052857,7.3472987872105779,1815.1058434399115,1289.9547960308719,52.557883131201748,1.6267916207276731
202005,1234,0.64424635332252822,-0.49611946206766605,4047.0623987034082,6.5867098865478209,1773.2674230145851,1451.8346839546191,48.833063209076165,1.3712317666126412
202006,1453,0.429456297315898,-0.6196654329749498,5350.8940123881539,9.88300068823125,2499.9958706125194,2112.1596696490019,41.369580178940019,1.7101169993117686
202007,1652,0.48365617433414021,-3.4026080112555555,7674.2445520581059,13.820823244552047,3255.9842615012144,2572.8438256658592,46.470944309927326,0.89661016949152628
202008,1016,0.64271653543307061,-2.355985951594159,4934.9872047244071,8.0620078740157517,1995.7194881889784,1232.7293307086607,46.761811023621966,0.62057086614173307
202009,1211,0.45829892650701881,-4.1981645435291854,4436.3550784475538,8.2857142857143025,1973.4962840627622,1469.2700247729153,37.11808422791087,0.8729149463253516
202010,757,0.71334214002642082,-1.6206121995685963,4109.4900924702724,7.5033025099075159,1493.2536327608982,1184.1796565389689,47.46367239101717,1.7681638044914125
202011,2103,0.76367094626723808,-3.3453585244124016,4524.4422253922849,9.5720399429386518,1678.7436994769389,1333.2277698525911,50.699001426533528,2.3114598193057545
202012,875,0.61142857142857132,-1.0847474029036468,4404.2537142857154,7.7359999999999935,1730.1965714285689,1413.92342857143,49.120000000000033,1.5776000000000021
202101,547,0.60694698354661814,-1.7630628224823581,4168.1809872029262,6.6910420475320018,1648.0237659963454,1142.4351005484452,54.442413162705677,1.3104204753199269
202102,804,0.61069651741293507,-1.2484160011636545,4203.2636815920459,6.7300995024875627,1751.9203980099519,1158.5273631840782,46.032338308457668,1.4029850746268659
202103,717,0.60808926080892567,-1.4590732190945668,4861.6485355648556,7.41701534170153,1815.1952580195289,1346.7656903765685,45.843793584379355,1.006276150627615
202104,1482,0.62887989203778683,0.10868163951895722,4068.6977058029697,6.755735492577605,1618.6531713900117,1177.8636977058031,49.507422402159285,1.473481781376518
202105,3229,0.55528027253019507,-0.44059557220813705,4708.539485908962,8.4258284298544464,2022.0634871477293,1401.3775162589036,53.521213998141889,1.0648188293589371
202106,1137,0.58927000879507441,-0.86738492792166133,4625.043975373781,7.5875109938434413,1956.6288478452079,1035.8583992963936,53.992963940193519,1.3344766930518899
202107,1688,0.45438388625592391,0.61304815138530733,3677.2671800947905,7.8998815165876692,1758.5171800947853,1340.5396919431278,49.212085308056885,2.0318127962085319
202108,1814,0.59426681367144463,-1.9467305476817809,4408.5490628445468,8.9128996692392413,2178.475192943768,1448.2635060639482,36.642778390297693,3.6622381477398047
202109,1062,0.61205273069679866,-1.3698557335198556,4518.48210922787,7.343691148775882,1957.2222222222219,1412.9067796610143,47.758945386063971,1.2993408662900177
202110,1034,0.509671179883946,-1.8955662789942804,4463.8568665377143,8.20019342359768,2081.0009671179923,1520.2001934235966,46.653771760154712,1.895647969052225
202111,1436,0.58983286908078036,-1.6221359687173238,5228.6183844011211,7.2082172701949858,1730.0807799442912,1363.784122562673,44.136490250696376,2.3222144846796664
202112,496,0.61290322580645151,-1.4372057910250235,4375.0262096774222,6.38911290322581,1561.776209677419,1019.2076612903226,47.741935483870996,-0.88951612903225685
202201,1554,0.48198198198198255,-3.8769515325468853,4352.5656370656352,9.315315315315317,2784.137065637065,1860.6653796653818,40.559845559845471,0.53790218790218958
202202,320,0.62812500000000038,0.016317718203655424,4752.3125000000009,6.996875,1815.1000000000015,1212.2781249999998,50.28125,1.5265625
202203,1050,0.618095238095237,-2.7542988513209004,4221.9780952380979,7.3000000000000025,1583.2590476190487,1256.2095238095239,50.485714285714266,0.80228571428571538
202204,419,0.4940334128878282,-1.3784753238743377,5360.5417661097918,8.479713603818622,2056.2768496420035,1714.9236276849638,51.646778042959376,0.37255369928400933
202205,2018,0.32210109018830568,0.34329429053072708,4091.2299306243813,12.747274529236869,2496.3577799801715,2345.953914767098,48.275520317145741,2.6991080277502491
202206,1932,0.54503105590062007,0.80075890645818648,4137.7675983436884,8.187370600414086,1785.5408902691506,1600.8493788819874,37.857142857142911,2.2062111801242263
202207,685,0.50802919708029159,0.074569653356618276,4416.484671532854,8.4627737226277322,2028.7153284671547,1680.7854014598538,45.489051094890542,2.2448175182481767
202208,2123,0.46632124352331683,-1.3989149100131575,3669.5388601036325,8.9712670748940333,1994.5784267545919,1502.8370230805497,45.883184173339593,2.500329722091382
202209,789,0.48542458808618533,0.21242597160981061,4787.40430925221,8.605830164765532,2231.746514575409,1887.1787072243349,48.529784537389126,1.6342205323193926
202210,700,0.61142857142857088,-1.1474563804493194,4728.1900000000051,6.722857142857146,1904.7042857142853,1584.5371428571414,48.228571428571428,0.92428571428571471
202211,581,0.41308089500860556,-1.1415206822431712,5067.4492254733141,11.055077452667804,2372.394148020654,1142.6110154905341,58.726333907056805,2.3605851979345962
202212,535,0.5607476635514026,-0.4440196360248938,5925.7757009345769,10.304672897196259,2550.6242990654191,1832.0336448598134,45.794392523364486,2.0831775700934578
202301,315,0.48253968253968266,0.517875733201266,4884.4888888888936,9.1301587301587261,2130.0476190476193,1766.6571428571426,50.412698412698425,1.6895238095238105
202302,394,0.57106598984771584,-0.052717373768679125,4781.9771573604085,8.5355329949238588,2155.6497461928889,1650.7487309644689,47.131979695431454,1.0543147208121835
202303,1039,0.54764196342637217,1.3062005320927403,4336.1896053897963,7.2107795957651666,1726.7767083734354,1255.2184793070248,57.064485081809309,2.5007699711260849
202304,2627,0.48610582413399539,1.2235093927975023,3621.3064331937503,8.1111534069280555,1850.0628092881593,1512.6147696992789,50.098972211648345,1.7445755614769693
202305,1648,0.52427184466019428,0.45642634424270567,3951.2172330097028,7.3847087378640772,1672.1389563106782,1282.6626213592233,52.985436893203882,2.0964199029126216
202306,1796,0.53786191536748451,0.816183849705148,4486.3819599109183,8.2249443207126784,1973.5690423162596,1553.8402004454356,49.459910913140291,1.8787305122494444
202307,2074,0.48794599807135908,0.60802716701881077,5056.5482160077136,7.9271938283510277,1900.5395371263273,1426.5896817743514,48.669238187077994,1.7154773384763726
202308,1651,0.61720169594185437,-0.24306220552318039,4577.4076317383415,7.1992731677771111,1753.6783767413676,1363.7165354330718,46.959418534221612,1.4388855239248952
202309,2006,0.51894317048853345,0.40338107148401897,4994.851445663021,9.13210368893319,2005.1216350947161,1536.7362911266216,44.626121635094712,1.4511964107676996
202310,1587,0.6307498424700706,0.4776510083179718,3719.7372400756135,6.3824826717076153,1437.013232514179,1015.6591052299935,51.253938248267232,1.8262759924385621
202311,2181,0.69509399358092716,0.22883772977159178,4312.7129756992144,6.2430077945896381,1497.0683172856486,1091.7611187528651,47.597432370472305,2.3230628152223769
202312,2015,0.52258064516129077,0.19259330081274392,4646.3712158808894,7.06848635235732,2020.2729528535967,991.34094292803945,47.354838709677367,1.3667493796526058
202401,887,0.67418263810597578,-0.17741740236907844,4139.4453213077768,6.37542277339346,1567.8320180383303,1301.0868094701227,52.547914317925645,1.5169109357384443
202402,2517,0.511323003575685,0.301193861866789,7419.754072308293,12.808104886769971,3067.936034962258,2569.4143822010337,45.192689709972214,1.9101708382995644
202403,2054,0.50486854917234625,0.18430755679861624,3589.789678675756,7.0472249269717633,1551.8743914313548,1196.1270691333991,53.354430379746788,1.883106134371958
202404,1625,0.51015384615384618,0.61990614921524867,3567.0953846153839,6.8006153846153872,1646.7624615384584,1322.4590769230779,51.199999999999982,1.5745230769230751
202405,1802,0.60488346281909067,0.041830313704916522,6170.7891231964522,9.1831298557158565,2075.608768035514,1571.9378468368484,46.115427302996672,0.99017758046614845
202406,2225,0.64000000000000012,-0.638960609854992,3672.0341573033652,6.0692134831460605,1331.2656179775302,1059.4238202247172,42.867415730337022,-0.071865168539326979
202407,3023,0.55904730400264646,0.70520272165968723,5891.8881905391972,9.2586834270591964,2050.1640754217656,1517.7955673172335,46.887198147535557,2.513827323850482
202408,2016,0.68849206349206293,-0.35502696603496664,3918.2584325396815,6.401289682539681,1349.2812500000016,1058.8640873015852,46.884920634920626,1.2674107142857147
202409,3142,0.57638446849140745,0.85729736103963561,3694.5684277530204,7.1222151495862605,1496.4891788669622,1123.6928707829416,52.1133036282623,2.383831954169318
202410,36160,0.54684734513273636,-0.04063216294890977,3900.5478982300797,8.8090154867256576,1701.9262721238958,1464.5524889380508,50.24972345132732,2.4852710176991084
202411,5020,0.68984063745020108,0.060204534147472122,3359.3306772908409,6.7500000000000142,1489.2438247011903,1149.3860557768905,49.201195219123477,0.84233067729083533
202412,1987,0.66029189733266214,0.66758919420472229,4877.9954705586279,8.1504781077000583,1961.1278309008576,1488.1041771514851,55.782586814292941,1.8226472068444914
202501,2860,0.46118881118881094,-1.4596751414145201,5764.417832167841,9.1940559440559664,2366.5909090909126,1988.2220279720284,51.597902097902072,1.0975524475524485
202502,2453,0.55849979616795664,-1.644941528641056,4611.2584590297811,8.1345291479820521,1908.2539747248263,1431.3245006114955,48.821850794944972,1.1456991439054232
202503,3030,0.45841584158415849,1.8802957853957949,5529.211881188111,12.698019801980221,2559.0947194719565,2407.2234323432353,45.838283828382835,1.3224422442244241
202504,1279,0.57701329163408932,-1.9026890846037832,4732.1978107896748,8.2345582486317479,1820.7013291634064,1291.8326817826435,47.732603596559763,1.1233776387802981
202505,1410,0.571631205673759,-1.5617269996203273,3918.3234042553195,7.0709219858156027,1616.1319148936186,1279.7929078014183,47.943262411347511,1.1028368794326227
202506,855,0.5169590643274854,0.40484848164602516,5831.3403508771935,9.8280701754385884,2860.6432748538009,2290.3567251461964,41.321637426900573,1.334269005847952
202507,775,0.5922580645161285,-0.93048916477006438,4829.1522580645133,7.7380645161290333,2118.9329032258051,1641.8490322580637,47.058064516128979,0.83509677419354811
202508,1114,0.563734290843807,-0.89858011445521568,4521.8034111310544,8.5098743267504435,2139.9892280071817,1576.4892280071806,46.7953321364453,1.2736983842010789
202509,1101,0.62579473206176273,-0.16683750979873641,5276.5531335149826,8.9573115349682091,2353.4668483197079,1746.2152588555862,49.636693914623116,1.9346049046321538
202510,959,0.58706986444212672,-2.0421837876460049,5680.8498435870642,11.076120959332631,2991.6329509906186,2167.7017726798745,48.091762252346165,1.5011470281543275
202511,1118,0.65563506261180615,-1.1784133704829358,3540.3112701252267,6.0778175313059,1369.8953488372092,977.65652951699485,52.486583184257569,1.2500894454382836
202512,1155,0.64242424242424356,-0.24765815000767508,3815.5316017316031,6.3757575757575742,1527.9558441558431,1168.5688311688318,50.796536796536863,1.00995670995671
202601,918,0.62854030501089309,-1.1601128591057477,3589.2908496732002,6.6808278867102331,1382.772331154682,1046.9291938997824,49.389978213507639,1.4016339869281043
202602,3590,0.32534818941504134,-1.9443827133959486,6823.9640668523725,14.546518105849561,3590.1011142061247,3426.7735376044511,35.562674094707596,0.71852367688022378
202603,1660,0.59939759036144535,-0.54630274805367651,4067.131927710845,7.3240963855421777,1651.001807228914,1211.9771084337349,44.698795180722882,1.5210240963855428
202604,771,0.58625162127107644,-0.3562551918028341,3905.226977950711,6.8145265888456565,1624.3968871595337,1212.3450064850847,44.7470817120622,0.96057068741893648
