week,a1c,a2c,mentions,events,avg_sentenceid,avg_a1co,avg_a2co,avg_actco,avg_raw_text,avg_root_event,avg_len,avg_goldstein,avg_tone,avg_confidence,avg_lat1,avg_lon1,avg_lat2,avg_lon2,avg_lata,avg_lona,total_num_mentions,total_num_sources,total_num_articles,pair,Relative_mentions
2016-01-11,JUD,USA,17752,4870,7.248253717890942,1697.9010252365931,1675.1437021180711,1661.0340806669672,0.23304416403785488,0.7003717890941866,3465.992564218116,-0.9595313204146013,-5.639677972020039,35.41178458765209,36.981374822048735,-83.32420635117597,36.84178122765048,-83.4884135096801,36.873337672816206,-83.0388697329462,2059355.0,582653.0,2006231.0,JUD -> USA,0.011583921110312836
2016-01-18,JUD,USA,14531,3970,6.942743100956576,1541.0158282293028,1576.8342853210377,1573.5794508292615,0.36563209689629067,0.8057256899043425,3341.5940403275754,-1.1862619588409347,-6.081153520017355,42.37973986649233,36.914434385695316,-83.82312419200963,37.098568127400966,-88.36784148522756,37.319767708318814,-86.69994588510177,2972235.0,568287.0,2835743.0,JUD -> USA,0.009677436541563495
2016-01-25,JUD,USA,18836,4769,8.782384795073265,2013.6038967933744,2046.7773412614142,2043.937407092801,0.22292418772563177,0.7088553833085581,4087.5645572308345,-0.9735400297302992,-5.492766562493571,34.600764493523045,37.153919898914104,-90.69544108364967,37.198631244049665,-93.09473851617891,37.1409213446006,-91.05972947360523,2893399.0,774610.0,2882519.0,JUD -> USA,0.01316468152737144
2016-02-01,JUD,USA,18206,4717,7.770460287817203,1710.9254641327036,1728.8185762935295,1748.152806767,0.28990442711194114,0.7363506536306712,3610.229265077447,-1.1392892453037444,-5.8080949186511175,40.05382840821707,37.62294552239797,-91.18628324080673,37.83226434956534,-92.50871910051286,37.59607605003334,-91.08656579635625,4041278.0,702402.0,4029062.0,JUD -> USA,0.01241183344173065
2016-02-08,JUD,USA,18166,4610,8.30122206319498,1902.340416162061,1936.611637124298,1942.7694043818121,0.26846856765385885,0.7521193438291314,4056.826433997578,-0.7456732357150722,-5.575890433781213,38.7217879555213,37.86112489974986,-84.46448136078942,37.90625681180298,-85.64784240623528,37.96090201309854,-85.03756573791496,3455522.0,738724.0,3380223.0,JUD -> USA,0.011345659126835175
2016-02-15,JUD,USA,23844,5495,7.682100318738467,1897.9081110551922,1937.9107951685958,1931.061860426103,0.23808924677067606,0.6765643348431472,4178.376572722697,-0.5721690991444363,-3.4574434894414683,34.656936755577924,36.38638129597621,-87.1490633731202,36.043622511059446,-86.85485271683207,35.364568268801186,-85.08484685405557,3970118.0,993610.0,3821363.0,JUD -> USA,0.014469184108898754
2016-02-22,JUD,USA,24565,5681,8.47364135965805,2042.4949725218808,2080.9417463871364,2068.426460411154,0.22373295338896804,0.7134948096885814,4201.08003256666,-0.6036596784042327,-5.029569077224059,34.28658660696112,37.7140257238782,-87.11283390144928,37.62753175196535,-89.59845729372708,37.77054099410425,-87.81823726563994,3688700.0,1052925.0,3672071.0,JUD -> USA,0.015447111016088514
2016-02-29,JUD,USA,18461,5169,7.869508694003575,1872.8949677698934,1917.5142733329722,1890.7467092790207,0.25621580629435026,0.6984453713233303,3963.9409566112345,-1.1465251069822822,-5.075136599313835,37.32246357185418,36.82548055549444,-85.8224075120526,37.02940503122576,-87.22412756469863,36.91320233044788,-86.64258708200988,2383007.0,519078.0,2229599.0,JUD -> USA,0.01200348511349376
2016-03-07,JUD,USA,20582,4963,9.004858614323195,2121.1740841512,2166.545087940919,2151.6666504712857,0.310514041395394,0.6695656398795063,4110.189631717034,-0.9752259255660269,-5.498732949129716,40.0223496258867,36.87775573582476,-85.98379585599892,37.338205567254946,-89.28383744955285,37.30752292451431,-88.12523512946782,3977435.0,764427.0,3953569.0,JUD -> USA,0.013361742129153554
2016-03-14,JUD,USA,15167,4397,8.039295839651876,1975.4056833915738,2020.7708182237752,2019.4927144458363,0.25153293334212434,0.694797916529307,3975.3101470297356,-0.5628469703962563,-4.8507036462210635,37.09237159622865,37.907190307058336,-84.75022815525742,37.87951827927679,-87.20562034494259,37.69158507443832,-86.86631854047626,1540878.0,422276.0,1530008.0,JUD -> USA,0.010574555250953084
2016-03-21,JUD,USA,18175,4635,8.169573590096286,1938.7701788170564,1972.546409903714,1972.2078129298486,0.2839614855570839,0.7095460797799175,3842.7277028885833,-0.13391471801925636,-5.339704557123465,37.83163686382393,38.110064195905004,-85.92323866131768,37.90856027061436,-86.3128963832879,37.703231913669164,-84.52757223923682,3113272.0,803306.0,3057945.0,JUD -> USA,0.012757725355479014
2016-03-28,JUD,USA,19868,4814,7.655476142540769,1818.6443023958125,1848.3907791423394,1853.6924703040065,0.2884537950473123,0.7268975236561305,3877.618330984498,-0.7704449365814378,-4.678514067765423,39.625025166096236,37.12984832227,-86.96833827904716,37.38950105599187,-88.74523223445627,37.32072208968833,-87.83221626541652,4856364.0,782613.0,4414100.0,JUD -> USA,0.013802599484938229
2016-04-04,JUD,USA,15711,4691,7.40137483291961,1820.055502514162,1855.863153204761,1847.9194195149894,0.28686907262427597,0.7037107758895041,3690.5662274839283,-0.8769960524640248,-4.978497663499149,38.35210998663357,37.22010551441924,-87.01258744225781,38.05852431605607,-90.12135203130696,37.876987253832105,-89.23677335762547,1942977.0,399191.0,1909247.0,JUD -> USA,0.010496623722997634
