week,a1c,a2c,mentions,events,avg_sentenceid,avg_a1co,avg_a2co,avg_actco,avg_raw_text,avg_root_event,avg_len,avg_goldstein,avg_tone,avg_confidence,avg_lat1,avg_lon1,avg_lat2,avg_lon2,avg_lata,avg_lona,total_num_mentions,total_num_sources,total_num_articles,pair,Relative_mentions
2016-01-11,USA,MNCUSA,1672,824,5.057416267942584,1447.5843301435407,1457.4401913875597,1474.4982057416269,0.3785885167464115,0.81877990430622,3642.288875598086,1.46232057416268,-0.5536275361307376,44.83253588516747,38.73789290561385,-81.66716618136952,38.473825971622475,-79.06286157680445,38.75298908081434,-79.967713726095,91259.0,11597.0,80887.0,USA -> MNCUSA,0.0010910498026387484
2016-01-18,USA,MNCUSA,1257,630,5.759745425616547,1656.442322991249,1681.2235481304695,1697.0946698488465,0.3937947494033413,0.771678599840891,5231.628480509149,0.9557677008750997,-1.6781056658862952,37.175815433572,38.59070416666669,-81.10989864102558,39.01900801282053,-78.73849563862174,38.785235737179505,-79.13075781570511,43052.0,12692.0,42942.0,USA -> MNCUSA,0.0008371438808578428
2016-01-25,USA,MNCUSA,2843,758,5.2842068237777,1559.105522335561,1576.9391487864932,1622.0348223707351,0.4249032711924024,0.7594090749208583,3892.712275765037,1.2058037284558545,-1.9571566433507648,44.53042560675343,40.43660497316637,-75.44597266583183,40.2972661896243,-75.35013543255812,40.421246797853335,-76.68884163434703,660788.0,103049.0,660671.0,USA -> MNCUSA,0.0019870030570353046
2016-02-01,USA,MNCUSA,1730,561,4.597687861271677,1359.9895953757225,1379.6699421965318,1401.906358381503,0.39075144508670523,0.8971098265895954,2980.871098265896,1.6473988439306368,-2.5720209806299574,44.93063583815029,38.20395845410621,-87.52823563405813,38.912361714975845,-87.36886103864727,38.69047952898548,-87.8305071920289,275843.0,66240.0,275751.0,USA -> MNCUSA,0.0011794173269358465
2016-02-08,USA,MNCUSA,1327,611,4.568952524491334,1310.8078372268274,1322.1876412961567,1340.1175584024115,0.5297663903541824,0.8477769404672193,3641.7498116051243,0.9794272795779954,-1.9783006334295636,57.39261492087415,36.077350638297865,-74.15297628510638,35.92445451914894,-73.15165828595745,36.02358405106383,-74.01120030042553,150904.0,18228.0,150596.0,USA -> MNCUSA,0.0008287839734289485
2016-02-15,USA,MNCUSA,2131,538,4.998592210229939,1343.548568747067,1345.4162365086813,1373.4382918817457,0.4345377756921633,0.8568747067104646,4063.2360394181137,-0.8000938526513361,-1.949910691408479,47.00610042233693,35.2982535950804,-88.21854304210031,34.83915565752128,-86.66745211920531,34.73827240302742,-87.89600922421948,923723.0,144914.0,921968.0,USA -> MNCUSA,0.0012931484371776231
2016-02-22,USA,MNCUSA,1687,631,4.3088322465915825,1538.0497925311204,1569.4540604623592,1574.7178423236514,0.4884410195613515,0.8767042086544161,4717.321280379371,0.12175459395376517,-0.9857086441688405,47.451096621221104,37.68202903811251,-86.06792986146401,37.17497979431336,-84.39635735692679,37.7206834845735,-84.68137551603148,341928.0,31390.0,310625.0,USA -> MNCUSA,0.0010608294843941104
2016-02-29,USA,MNCUSA,2045,656,5.063080684596577,1228.5574572127139,1255.2533007334964,1250.6,0.4841075794621027,0.8762836185819071,3690.4611246943764,1.9348655256723721,-0.4116166231109653,44.308068459657704,38.13503172913544,-67.60550350874564,38.447778637181436,-77.4153829170415,37.64902124937533,-67.24097683208396,382470.0,70057.0,380797.0,USA -> MNCUSA,0.0013296748311085393
2016-03-07,USA,MNCUSA,1425,570,4.135438596491228,1101.080701754386,1142.5550877192982,1133.4315789473685,0.48210526315789476,0.832280701754386,3330.816140350877,0.26680701754385955,-1.128710040043576,55.36842105263158,37.13015882773409,-79.98735724017156,36.892013295210866,-76.69381606862046,37.094861258041455,-79.2915342723374,359567.0,40786.0,350024.0,USA -> MNCUSA,0.0009251036116044997
2016-03-14,USA,MNCUSA,1216,594,4.6949013157894735,1299.203947368421,1344.357730263158,1357.844572368421,0.43256578947368424,0.803453947368421,3369.9161184210525,2.6704769736842104,0.31892485289383754,47.870065789473685,37.01588015012512,-81.01873517764805,37.00035354462054,-77.37852730775647,37.88968023352796,-79.18504893994998,134938.0,18184.0,134874.0,USA -> MNCUSA,0.0008478050494599426
2016-03-21,USA,MNCUSA,1708,626,5.156908665105386,1341.5058548009367,1375.357142857143,1314.0403981264637,0.41159250585480095,0.7388758782201406,3602.3067915690867,1.5475409836065575,-2.4727709053969944,47.56440281030445,35.50898331249999,-65.99377088500002,36.810189125,-59.827339422499996,36.716562625,-60.64684272687499,202905.0,37565.0,202748.0,USA -> MNCUSA,0.0011989103112604212
2016-03-28,USA,MNCUSA,1618,689,4.361557478368356,1141.1662546353523,1145.5914709517924,1164.0395550061805,0.5271940667490729,0.8220024721878862,2962.8139678615576,1.052286773794809,-1.484503480155842,52.843016069221264,36.265641901188225,-75.77277336085052,36.31930637898685,-74.55864812570356,36.19630587867415,-74.23697783427141,227676.0,30441.0,227454.0,USA -> MNCUSA,0.0011240490218758835
2016-04-04,USA,MNCUSA,1576,734,4.557741116751269,1298.1852791878173,1321.3242385786803,1320.3565989847716,0.4536802030456853,0.8071065989847716,3687.6078680203045,0.8502538071065993,-1.1095104806537959,53.90862944162436,37.49950033377835,-84.65498102803743,37.394266955941234,-83.44630349799738,37.55609873164218,-84.05808152202941,119955.0,16340.0,119776.0,USA -> MNCUSA,0.001052936094929939
2016-04-11,USA,MNCUSA,2393,751,5.220225658169661,1442.2122858336816,1482.2607605516089,1470.8930213121605,0.4826577517760134,0.7588800668616799,3613.810697868784,-0.16556623485165023,-0.9147102126558162,49.89970748015044,38.02831380932026,-76.3883333249252,37.65644023086791,-67.96508729542539,38.02912633604108,-76.40206078837109,596167.0,97438.0,593615.0,USA -> MNCUSA,0.0016892416554427042
2016-04-18,USA,MNCUSA,1159,574,5.9646246764452115,1782.176876617774,1793.260569456428,1784.4477998274374,0.3528904227782571,0.7911993097497843,4108.081967213115,0.7245901639344258,0.13018630357010583,44.84900776531493,34.75969828982899,-81.65236838343833,34.11992520252025,-74.9152986570657,34.1390498649865,-78.53067951755175,50642.0,10046.0,50566.0,USA -> MNCUSA,0.0009187511642931601
2016-04-25,USA,MNCUSA,1669,750,5.037147992810066,1328.7351707609346,1352.3894547633313,1339.6854403834632,0.4152186938286399,0.7645296584781306,3467.5380467345717,0.8967645296584782,-0.793740236832836,46.662672258837624,37.79874978461535,-88.49183817846149,37.34437919999996,-86.23162242461531,37.603349230769204,-87.42651522461533,154508.0,32613.0,153275.0,USA -> MNCUSA,0.0011404284977297341
2016-05-02,USA,MNCUSA,2062,797,6.0455868089233755,1671.2439379243453,1697.0387972841902,1700.1246362754607,0.3903976721629486,0.7749757516973812,3500.1333656644033,0.788021338506305,-0.3678385865481556,46.41125121241513,37.9749445034415,-75.16233981170109,37.790931179941,-74.26430010324489,38.02315138643067,-74.78811783529991,275199.0,46300.0,246745.0,USA -> MNCUSA,0.0013796028857920306
2016-05-09,USA,MNCUSA,1208,682,12.995033112582782,4202.557947019867,4237.153973509934,4234.010761589404,0.3956953642384106,0.7392384105960265,7296.010761589404,1.7050496688741728,-0.7786534510125811,46.37417218543046,35.7590340522325,-81.95213372198819,35.44590013479359,-72.77575711457453,35.19985944397641,-75.28278311794438,44250.0,5621.0,43607.0,USA -> MNCUSA,0.0008071893306676485
2016-05-16,USA,MNCUSA,1106,609,5.311030741410488,1633.631103074141,1657.511754068716,1651.122965641953,0.41500904159132007,0.7477396021699819,3710.1690777576855,0.4760397830018081,-0.16666926657421147,46.03074141048825,37.01758022492972,-78.36826422492969,36.795800787254,-78.16680021368322,37.11365217432054,-79.08088198500468,66306.0,10622.0,65724.0,USA -> MNCUSA,0.0008526240159362059
2016-05-23,USA,MNCUSA,2801,884,7.355587290253481,1849.4441270974653,1875.4194930382007,1872.9575151731524,0.34309175294537664,0.7372367011781507,3479.057479471617,1.7254194930382012,-0.5495276145093388,46.85826490539093,38.50871364928908,-82.78493928290193,38.52061447118888,-79.2201645962801,38.49634168854848,-81.84751979686361,663906.0,108951.0,661816.0,USA -> MNCUSA,0.0017069370139632446
