mentions,events,avg_sentenceid,avg_a1co,avg_a2co,avg_actco,avg_raw_text,avg_root_event,avg_len,avg_goldstein,avg_tone,avg_confidence,avg_lat1,avg_lon1,avg_lat2,avg_lon2,avg_lata,avg_lona,total_num_mentions,total_num_sources,total_num_articles
2569.0,784.0,7.010509926041261,1777.1050992604123,1819.6208641494743,1811.0112884390812,0.4153367068898404,0.6722460101206695,3925.110938108213,1.6578824445309457,-0.6943600547587465,42.977812378357335,47.32765330023827,-68.38592786219226,48.34052727561555,-86.60216615369346,47.58351851469418,-75.27691729745833,281055.0,64622.0,273195.0
2478.0,783.0,7.979822437449556,1910.0758676351895,1902.2582728006455,1878.705407586764,0.3664245359160613,0.7304277643260694,3892.1739305891847,0.8859967715899923,-1.63949214861804,37.77643260694108,46.99218445270545,-73.74966268649334,48.18882789756293,-77.41279235481224,47.13459621643944,-75.10639499958711,153437.0,38411.0,153049.0
2901.0,819.0,6.224060668734919,1527.562219924164,1543.8076525336091,1562.517407790417,0.3767666321957945,0.6952774905205101,3511.002068252327,1.8112719751809725,-1.6147823284888665,40.899689762150985,45.02429212817829,-69.98907756147698,46.81709007314519,-75.55723804911197,45.52135660048759,-74.66935645733209,262642.0,62037.0,261153.0
3369.0,919.0,7.624220837043633,1852.3122588305132,1874.4303947758976,1879.6782428020183,0.4698723656871475,0.703472840605521,3809.003561887801,1.2408726625111302,-1.344789955537936,45.33392698130009,46.05931670096857,-69.74640314800244,47.265591352905616,-73.38259192826888,47.10741853208238,-74.26145760623493,387331.0,67045.0,385266.0
2531.0,882.0,6.435401027261952,1649.5053338601344,1675.2244172263927,1681.338206242592,0.5195574871592256,0.7878308968787041,3597.495456341367,1.9227578032398251,-0.6266424870818402,48.07585934413275,45.74678223928857,-67.80818812328222,47.348438528698416,-76.54673704810038,47.05807801940175,-74.57598008367032,251042.0,34784.0,249298.0
2631.0,746.0,7.215887495248955,1719.1265678449258,1742.682250095021,1746.0908399847967,0.3625997719498289,0.7354618015963512,3632.12086659065,0.4357278601292277,-2.103649766605552,44.16191562143672,47.327913830521474,-80.64086753029154,48.60368159509202,-83.75790955866574,46.77042066717792,-82.15667738842035,249164.0,52462.0,248203.0
2294.0,729.0,7.34568439407149,1832.1386224934613,1882.1870095902357,1874.403225806452,0.3844812554489973,0.7580645161290323,4217.741063644289,1.4155623365300782,-1.164252001099161,42.98605056669573,45.724814924174815,-71.30592036039258,46.56440455842995,-79.58407410080295,45.86269168599463,-73.41905962265841,128128.0,33872.0,127630.0
2210.0,741.0,6.393665158371041,1675.3325791855204,1642.069230769231,1688.6384615384616,0.3828054298642533,0.7248868778280543,4026.576923076923,1.5651131221719452,-0.396595343189632,42.41628959276018,47.43903276181647,-85.51426464596861,47.4209882947173,-86.93261492029666,47.55679999999998,-87.39956569972206,202049.0,40442.0,196695.0
2499.0,810.0,7.63625450180072,1966.458983593437,2021.399359743897,1849.5086034413769,0.3941576630652261,0.6954781912765106,4125.260904361745,1.70972388955582,-1.074733677463873,36.5906362545018,47.42775241210136,-75.90358131929688,48.73423201144724,-84.89387308830753,47.45053892068681,-76.62648015821755,174053.0,43855.0,172283.0
1735.0,745.0,9.826512968299712,2620.2236311239194,2654.81325648415,2626.099135446686,0.4518731988472622,0.7314121037463976,5322.959654178674,1.5193659942363107,-0.8347922907893375,47.0835734870317,46.983971673565925,-74.45606631697221,47.70666658781785,-73.25908016439975,47.27633146067414,-71.7412643690124,97474.0,19779.0,95735.0
2139.0,712.0,8.22533894343151,2262.37587657784,2273.1065918653576,2304.75502571295,0.4670406732117812,0.7854137447405329,4723.236559139785,0.909163160355306,-0.9149711493702372,49.25198690977092,47.53923029058213,-78.86656803170851,48.23937418220541,-82.20585624088979,47.91506946852818,-79.83089460719363,180544.0,30290.0,180188.0
1956.0,748.0,7.628834355828221,2091.0823108384457,2029.259202453988,2110.873721881391,0.4289366053169734,0.7699386503067485,5021.980061349694,1.9850715746421248,-0.4443374740227948,43.21063394683026,46.66628684374997,-73.50570296718757,47.29013885416664,-74.78115625156258,46.62817180729164,-72.08522249687508,114559.0,24225.0,114196.0
1990.0,796.0,7.251256281407035,1939.653768844221,1963.78391959799,1964.7,0.3934673366834171,0.7467336683417085,4211.00703517588,1.3682914572864324,-0.5897023453826201,40.8643216080402,46.79477021943571,-66.69939482445145,48.093476698014605,-70.58923637095093,47.72619864158828,-68.36033656792063,90792.0,21482.0,89902.0
2889.0,826.0,9.757355486327448,2572.8698511595708,2608.867774316373,2629.631360332295,0.3869851159570786,0.6514364832121842,4963.922810661128,1.9160609207338164,-1.6378854660854725,43.43717549325026,45.784208519050985,-72.27877931020856,46.22196675053914,-74.3287482149534,45.91828112868434,-72.34368156146668,1030800.0,136415.0,1030469.0
1669.0,713.0,7.998801677651288,2237.853804673457,2255.833433193529,2268.8867585380467,0.3439185140802876,0.6536848412222888,4788.911324146196,1.7662073097663278,-0.5734864410017153,37.50149790293589,48.59446082165205,-76.93350814956199,49.06383034605756,-79.86972395431795,48.58733485168959,-75.57984479098876,83319.0,21965.0,82706.0
4142.0,1130.0,6.928295509415741,1591.4927571221633,1625.711974891357,1514.2631578947369,0.3614196040560116,0.7378078223080637,3798.166103331724,1.816127474649926,-1.7961131948851006,37.44326412361178,46.357870727317525,-62.69097544132168,47.92477475838263,-73.19814095808695,46.78852686637079,-67.01062045118363,346585.0,87025.0,343245.0
6190.0,1226.0,18.837641357027465,4860.359289176091,4511.113408723748,4813.557835218094,0.3806138933764135,0.6639741518578353,8381.377705977382,1.0323263327948324,-2.281294014273772,45.32633279483037,50.05128718959611,-87.54422130770517,51.55303659577957,-93.1123628797649,50.72686144446277,-90.33237461377428,1385899.0,228617.0,1320612.0
3510.0,952.0,8.273789173789174,1998.57150997151,2016.4384615384613,2031.697150997151,0.4378917378917379,0.7242165242165243,4182.615954415955,0.7935042735042717,-1.0636271709115035,47.042735042735046,49.315957431246304,-80.80817638443551,49.28221726155648,-86.21073826916344,48.75685748976007,-86.60871544528979,448047.0,90062.0,443016.0
2239.0,881.0,8.914247431889237,2342.847253238053,2374.831174631532,2370.117463153193,0.476552032157213,0.7302367128182224,4861.012058954891,0.6065207682000895,-1.229705753594285,50.68334077713265,48.07959213204951,-78.85329090646493,49.13672339752406,-83.04377224346631,48.387723906464906,-79.19954995277394,159004.0,23977.0,157898.0
